customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01841,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.41,3382.6,No
CUST-01842,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),61.55,3881.96,No
CUST-01843,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.58,893.96,Yes
CUST-01844,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,101.41,3144.85,No
CUST-01845,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.75,858.13,No
CUST-01846,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),42.36,40.37,No
CUST-01847,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,106.78,5448.29,No
CUST-01848,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,117.34,1523.18,Yes
CUST-01849,Female,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.8,2256.92,Yes
CUST-01850,Male,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),102.39,2657.76,Yes
CUST-01851,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,101.19,2326.9,No
CUST-01852,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,96.78,6100.89,No
CUST-01853,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,103.88,7166.41,No
CUST-01854,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.49,2863.92,Yes
CUST-01855,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.41,1240.04,No
CUST-01856,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),54.63,767.68,No
CUST-01857,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,89.52,2509.59,No
CUST-01858,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,37.86,1026.69,No
CUST-01859,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,72.18,4184.82,No
CUST-01860,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.59,5874.19,No
CUST-01861,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,35.09,,No
CUST-01862,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.82,790.39,No
CUST-01863,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),21.87,61.45,No
CUST-01864,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),20.86,1273.92,No
CUST-01865,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),93.65,277.05,No
CUST-01866,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),84.5,425.91,Yes
CUST-01867,Male,0,No,No,71,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.01,6812.54,No
CUST-01868,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),19.49,295.16,No
CUST-01869,Female,1,No,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.95,956.66,Yes
CUST-01870,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,49.31,2369.29,No
CUST-01871,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.55,1708.23,No
CUST-01872,Male,1,Yes,No,64,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.82,3312.6,No
CUST-01873,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,75.16,3678.04,No
CUST-01874,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,74.35,1186.42,No
CUST-01875,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),27.33,732.91,No
CUST-01876,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,25.33,1085.05,No
CUST-01877,Female,0,No,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.53,243.08,No
CUST-01878,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.73,7432.71,No
CUST-01879,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.77,6700.47,No
CUST-01880,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.01,7240.58,No
CUST-01881,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,19.91,37.45,No
CUST-01882,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.24,4382.83,No
CUST-01883,Male,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.61,1648.83,Yes
CUST-01884,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,27.9,195.29,Yes
CUST-01885,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.38,4870.63,No
CUST-01886,Female,1,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),24.52,1421.27,No
CUST-01887,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,64.24,1866.0,No
CUST-01888,Male,0,Yes,No,31,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),87.73,2719.79,No
CUST-01889,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.26,458.53,Yes
CUST-01890,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,70.14,1051.18,No
CUST-01891,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.4,2122.16,No
CUST-01892,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),23.16,1370.49,No
CUST-01893,Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,106.76,4700.82,No
CUST-01894,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,54.15,437.81,No
CUST-01895,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.07,2500.29,No
CUST-01896,Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.39,1820.38,Yes
CUST-01897,Male,1,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.5,4617.5,No
CUST-01898,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.98,4618.88,No
CUST-01899,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.49,5111.15,Yes
CUST-01900,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),80.21,1124.83,No
CUST-01901,Male,0,No,No,52,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.57,3154.2,No
CUST-01902,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,57.04,171.8,Yes
CUST-01903,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,73.98,1629.74,No
CUST-01904,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.83,902.58,No
CUST-01905,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.06,2813.32,No
CUST-01906,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.78,2892.32,No
CUST-01907,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.11,1195.81,No
CUST-01908,Female,1,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,97.51,2733.94,No
CUST-01909,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,717.71,No
CUST-01910,Female,0,No,No,48,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,42.5,2040.28,No
CUST-01911,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),35.23,1759.59,No
CUST-01912,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.69,3173.59,No
CUST-01913,Female,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.23,2440.29,No
CUST-01914,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.71,172.58,No
CUST-01915,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.44,1836.4,No
CUST-01916,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.69,4764.6,No
CUST-01917,Female,0,No,Yes,16,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),85.89,1378.28,No
CUST-01918,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),115.0,6208.56,No
CUST-01919,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.01,641.58,Yes
CUST-01920,Male,1,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.93,5090.48,Yes
CUST-01921,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),66.2,4768.09,No
CUST-01922,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.51,702.54,Yes
CUST-01923,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.01,1725.89,Yes
CUST-01924,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),90.5,1086.6,No
CUST-01925,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.32,4776.2,No
CUST-01926,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.28,4481.7,No
CUST-01927,Male,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,115.72,4631.57,Yes
CUST-01928,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.52,3515.42,Yes
CUST-01929,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,119.33,7999.16,No
CUST-01930,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,76.27,610.1,Yes
CUST-01931,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.54,5581.27,No
CUST-01932,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.83,4312.46,No
CUST-01933,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),29.1,1397.36,No
CUST-01934,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,80.76,1373.01,No
CUST-01935,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),115.2,1033.91,No
CUST-01936,Male,1,Yes,Yes,53,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,52.03,2762.42,No
CUST-01937,Female,1,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.43,766.61,Yes
CUST-01938,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),29.8,293.02,No
CUST-01939,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.17,2737.01,Yes
CUST-01940,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,48.46,2225.68,No
CUST-01941,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.69,1835.51,No
CUST-01942,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),39.01,817.53,No
CUST-01943,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.27,4382.13,Yes
CUST-01944,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.77,897.3,No
CUST-01945,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,113.75,455.14,No
CUST-01946,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.5,4895.64,No
CUST-01947,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.41,2168.42,Yes
CUST-01948,Female,0,No,No,60,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,44.23,2654.78,No
CUST-01949,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.59,6185.38,No
CUST-01950,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,40.12,925.91,No
CUST-01951,Male,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.46,2518.64,No
CUST-01952,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,107.32,1070.84,No
CUST-01953,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,38.61,1772.78,No
CUST-01954,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,84.99,87.65,No
CUST-01955,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.66,3840.8,No
CUST-01956,Female,1,No,Yes,52,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.96,3062.77,No
CUST-01957,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.03,223.68,No
CUST-01958,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.5,1437.01,No
CUST-01959,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.48,3200.83,No
CUST-01960,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),96.41,1058.29,No
CUST-01961,Male,1,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.1,2730.7,Yes
CUST-01962,Female,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.02,2570.15,No
CUST-01963,Female,1,No,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.48,1004.92,No
CUST-01964,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.69,663.54,Yes
CUST-01965,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),34.98,1852.98,No
CUST-01966,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),102.89,2671.07,No
CUST-01967,Female,0,No,No,20,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.69,1032.21,Yes
CUST-01968,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,37.9,1817.8,No
CUST-01969,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.38,4778.78,No
CUST-01970,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,56.51,4008.21,No
CUST-01971,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,100.85,4332.57,No
CUST-01972,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.9,4128.09,No
CUST-01973,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.23,1816.75,No
CUST-01974,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),105.3,4314.63,No
CUST-01975,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,118.22,2602.97,No
CUST-01976,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,94.59,6806.04,No
CUST-01977,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,102.04,-2.47,No
CUST-01978,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,111.58,3907.19,No
CUST-01979,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),98.16,5301.88,No
CUST-01980,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,77.64,1165.85,No
CUST-01981,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),24.95,422.89,No
CUST-01982,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),67.41,2492.39,No
CUST-01983,Male,1,No,Yes,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),97.86,6457.7,No
CUST-01984,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),44.13,836.33,No
CUST-01985,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,84.66,1519.73,No
CUST-01986,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,50.15,598.81,No
CUST-01987,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,105.94,1690.5,No
CUST-01988,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.05,1593.16,No
CUST-01989,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),22.64,948.72,No
CUST-01990,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),77.4,3636.27,Yes
CUST-01991,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),22.67,956.54,No
CUST-01992,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,40.0,2603.05,No
CUST-01993,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,69.15,3595.91,No
CUST-01994,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.91,7024.2,No
CUST-01995,Male,1,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,50.65,1668.17,No
CUST-01996,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.51,3373.62,No
CUST-01997,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.53,2070.13,No
CUST-01998,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.74,929.45,No
CUST-01999,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,72.32,3980.4,No
CUST-02000,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),18.9,1095.66,Yes
CUST-02001,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.7,2777.71,Yes
CUST-02002,Female,0,No,No,53,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.96,3438.39,Yes
CUST-02003,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.49,52.05,Yes
CUST-02004,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.5,3254.74,No
CUST-02005,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,100.8,3228.68,No
CUST-02006,Female,1,Yes,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,78.91,0.38,No
CUST-02007,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.63,750.22,No
CUST-02008,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),110.39,1769.46,No
CUST-02009,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.82,1107.34,No
CUST-02010,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.35,2720.05,No
CUST-02011,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.97,2292.38,No
CUST-02012,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,55.74,2399.96,No
CUST-02013,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.26,2500.81,No
CUST-02014,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,109.69,1314.34,No
CUST-02015,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),99.21,2879.55,No
CUST-02016,Male,0,Yes,No,65,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.55,2502.48,No
CUST-02017,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,115.32,5997.6,No
